age,structure_name,gene,rpkm
23 yrs,"primary motor cortex (area M1, area 4)",FYN,21.91843
23 yrs,hippocampus (hippocampal formation),FYN,21.493854
23 yrs,cerebellar cortex,FYN,19.889364
23 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",FYN,21.678173
23 yrs,primary auditory cortex (core),FYN,21.147879
23 yrs,posteroventral (inferior) parietal cortex,FYN,20.796547
23 yrs,striatum,FYN,21.311202
30 yrs,"inferolateral temporal cortex (area TEv, area 20)",FYN,19.757818
30 yrs,striatum,FYN,19.764317
30 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,FYN,17.270833
30 yrs,orbital frontal cortex,FYN,17.763
30 yrs,posteroventral (inferior) parietal cortex,FYN,17.322678
30 yrs,posterior (caudal) superior temporal cortex (area 22c),FYN,17.244098
30 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",FYN,16.82927
30 yrs,mediodorsal nucleus of thalamus,FYN,14.034841
30 yrs,hippocampus (hippocampal formation),FYN,18.740107
30 yrs,primary auditory cortex (core),FYN,14.235148
30 yrs,"primary visual cortex (striate cortex, area V1/17)",FYN,15.296226
30 yrs,dorsolateral prefrontal cortex,FYN,19.249767
30 yrs,amygdaloid complex,FYN,25.447587
30 yrs,"primary motor cortex (area M1, area 4)",FYN,16.757825
30 yrs,ventrolateral prefrontal cortex,FYN,17.779068
30 yrs,cerebellar cortex,FYN,19.132194
36 yrs,"primary motor cortex (area M1, area 4)",FYN,13.079731
36 yrs,posterior (caudal) superior temporal cortex (area 22c),FYN,17.079273
36 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,FYN,13.412319
36 yrs,"inferolateral temporal cortex (area TEv, area 20)",FYN,19.957558
36 yrs,posteroventral (inferior) parietal cortex,FYN,13.755985
36 yrs,amygdaloid complex,FYN,25.773281
36 yrs,orbital frontal cortex,FYN,13.778166
36 yrs,ventrolateral prefrontal cortex,FYN,12.68413
36 yrs,dorsolateral prefrontal cortex,FYN,14.209047
36 yrs,primary auditory cortex (core),FYN,12.321611
36 yrs,"primary visual cortex (striate cortex, area V1/17)",FYN,15.319606
36 yrs,cerebellar cortex,FYN,18.592458
36 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",FYN,13.518163
36 yrs,hippocampus (hippocampal formation),FYN,18.206984
36 yrs,striatum,FYN,19.225032
36 yrs,mediodorsal nucleus of thalamus,FYN,16.049028
37 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",FYN,17.399884
37 yrs,"primary visual cortex (striate cortex, area V1/17)",FYN,18.547984
37 yrs,cerebellar cortex,FYN,15.789808
37 yrs,hippocampus (hippocampal formation),FYN,19.879311
37 yrs,posteroventral (inferior) parietal cortex,FYN,18.319372
37 yrs,mediodorsal nucleus of thalamus,FYN,14.661882
37 yrs,dorsolateral prefrontal cortex,FYN,18.013995
37 yrs,ventrolateral prefrontal cortex,FYN,16.366532
37 yrs,"inferolateral temporal cortex (area TEv, area 20)",FYN,19.922674
37 yrs,primary auditory cortex (core),FYN,17.74364
37 yrs,"primary motor cortex (area M1, area 4)",FYN,14.643039
37 yrs,orbital frontal cortex,FYN,18.410359
37 yrs,striatum,FYN,22.693216
37 yrs,posterior (caudal) superior temporal cortex (area 22c),FYN,16.485018
37 yrs,amygdaloid complex,FYN,24.574414
37 yrs,anterior (rostral) cingulate (medial prefrontal) cortex,FYN,18.916389
40 yrs,dorsolateral prefrontal cortex,FYN,15.06994
40 yrs,"inferolateral temporal cortex (area TEv, area 20)",FYN,18.960973
40 yrs,ventrolateral prefrontal cortex,FYN,15.458881
40 yrs,mediodorsal nucleus of thalamus,FYN,16.829054
40 yrs,amygdaloid complex,FYN,12.359584
40 yrs,primary auditory cortex (core),FYN,12.379956
40 yrs,cerebellar cortex,FYN,8.542752
40 yrs,"primary visual cortex (striate cortex, area V1/17)",FYN,16.401122
40 yrs,orbital frontal cortex,FYN,16.562869
40 yrs,posterior (caudal) superior temporal cortex (area 22c),FYN,15.86736
40 yrs,posteroventral (inferior) parietal cortex,FYN,16.710648
40 yrs,"primary motor cortex (area M1, area 4)",FYN,12.177932
40 yrs,hippocampus (hippocampal formation),FYN,9.665607
40 yrs,striatum,FYN,18.943738
40 yrs,"primary somatosensory cortex (area S1, areas 3,1,2)",FYN,13.411476
8 pcw,occipital neocortex,WDR7,4.454845
8 pcw,primary motor-sensory cortex (samples),WDR7,4.824544
8 pcw,amygdaloid complex,WDR7,8.060333
8 pcw,medial ganglionic eminence,WDR7,5.197587
8 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,7.197965
8 pcw,upper (rostral) rhombic lip,WDR7,5.604429
8 pcw,caudal ganglionic eminence,WDR7,5.208921
8 pcw,dorsal thalamus,WDR7,5.35052
8 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,3.210996
8 pcw,dorsolateral prefrontal cortex,WDR7,2.97281
8 pcw,orbital frontal cortex,WDR7,3.303879
8 pcw,lateral ganglionic eminence,WDR7,5.927628
8 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,8.796161
8 pcw,hippocampus (hippocampal formation),WDR7,3.573809
8 pcw,ventrolateral prefrontal cortex,WDR7,4.929195
8 pcw,parietal neocortex,WDR7,4.821934
9 pcw,dorsolateral prefrontal cortex,WDR7,6.406041
9 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,5.956196
9 pcw,amygdaloid complex,WDR7,9.207664
9 pcw,dorsal thalamus,WDR7,10.721289
9 pcw,upper (rostral) rhombic lip,WDR7,10.583416
9 pcw,lateral ganglionic eminence,WDR7,6.646026
9 pcw,primary motor-sensory cortex (samples),WDR7,5.803583
9 pcw,medial ganglionic eminence,WDR7,7.876197
9 pcw,temporal neocortex,WDR7,9.381471
9 pcw,hippocampus (hippocampal formation),WDR7,8.121077
9 pcw,occipital neocortex,WDR7,7.429534
9 pcw,caudal ganglionic eminence,WDR7,7.280282
9 pcw,orbital frontal cortex,WDR7,6.031217
9 pcw,parietal neocortex,WDR7,8.510523
12 pcw,hippocampus (hippocampal formation),WDR7,6.28365
12 pcw,dorsal thalamus,WDR7,8.821992
12 pcw,amygdaloid complex,WDR7,6.170069
12 pcw,primary auditory cortex (core),WDR7,8.947288
12 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,8.614777
12 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,10.845262
12 pcw,striatum,WDR7,10.261641
12 pcw,"primary motor cortex (area M1, area 4)",WDR7,9.982816
12 pcw,dorsolateral prefrontal cortex,WDR7,10.382674
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,9.804475
12 pcw,ventrolateral prefrontal cortex,WDR7,9.173403
12 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,9.453558
12 pcw,posteroventral (inferior) parietal cortex,WDR7,9.511842
12 pcw,orbital frontal cortex,WDR7,11.097706
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,8.251837
12 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,10.883413
12 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,10.300371
12 pcw,primary auditory cortex (core),WDR7,12.04747
12 pcw,cerebellum,WDR7,10.07931
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,12.342532
12 pcw,posteroventral (inferior) parietal cortex,WDR7,11.38592
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,9.673538
12 pcw,dorsal thalamus,WDR7,12.457495
12 pcw,hippocampus (hippocampal formation),WDR7,7.092529
12 pcw,dorsolateral prefrontal cortex,WDR7,11.917055
12 pcw,orbital frontal cortex,WDR7,11.032072
12 pcw,"primary motor cortex (area M1, area 4)",WDR7,9.926023
12 pcw,ventrolateral prefrontal cortex,WDR7,11.402376
12 pcw,amygdaloid complex,WDR7,8.314015
12 pcw,striatum,WDR7,8.941861
12 pcw,amygdaloid complex,WDR7,9.555439
12 pcw,"primary motor cortex (area M1, area 4)",WDR7,11.322783
12 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,11.444199
12 pcw,ventrolateral prefrontal cortex,WDR7,10.166509
12 pcw,striatum,WDR7,10.072129
12 pcw,cerebellar cortex,WDR7,9.693331
12 pcw,dorsal thalamus,WDR7,11.087465
12 pcw,dorsolateral prefrontal cortex,WDR7,11.927874
12 pcw,orbital frontal cortex,WDR7,11.3524
12 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,11.689902
12 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,10.863713
12 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,11.46441
12 pcw,hippocampus (hippocampal formation),WDR7,7.859165
12 pcw,posteroventral (inferior) parietal cortex,WDR7,11.44351
12 pcw,primary auditory cortex (core),WDR7,11.075762
13 pcw,striatum,WDR7,10.008071
13 pcw,"primary motor cortex (area M1, area 4)",WDR7,10.431424
13 pcw,amygdaloid complex,WDR7,8.238351
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,10.806303
13 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,9.07337
13 pcw,primary auditory cortex (core),WDR7,9.302109
13 pcw,hippocampus (hippocampal formation),WDR7,7.971045
13 pcw,ventrolateral prefrontal cortex,WDR7,9.480673
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,10.210459
13 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,9.020382
13 pcw,orbital frontal cortex,WDR7,8.887498
13 pcw,posteroventral (inferior) parietal cortex,WDR7,10.679498
13 pcw,dorsolateral prefrontal cortex,WDR7,9.123631
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,7.489434
13 pcw,striatum,WDR7,8.133616
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,9.652224
13 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,9.681613
13 pcw,amygdaloid complex,WDR7,7.262062
13 pcw,posteroventral (inferior) parietal cortex,WDR7,12.105211
13 pcw,cerebellum,WDR7,7.172853
13 pcw,dorsolateral prefrontal cortex,WDR7,9.480195
13 pcw,orbital frontal cortex,WDR7,9.083481
13 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,9.377744
13 pcw,primary auditory cortex (core),WDR7,11.936494
13 pcw,hippocampus (hippocampal formation),WDR7,7.901566
13 pcw,"primary motor cortex (area M1, area 4)",WDR7,11.889326
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,10.189557
13 pcw,mediodorsal nucleus of thalamus,WDR7,12.191625
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,9.545342
13 pcw,ventrolateral prefrontal cortex,WDR7,12.113719
13 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,11.141843
13 pcw,dorsolateral prefrontal cortex,WDR7,9.601246
13 pcw,cerebellum,WDR7,7.313666
13 pcw,amygdaloid complex,WDR7,6.503365
13 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,10.134056
13 pcw,hippocampus (hippocampal formation),WDR7,6.606327
13 pcw,posteroventral (inferior) parietal cortex,WDR7,11.473339
13 pcw,primary auditory cortex (core),WDR7,11.093703
13 pcw,ventrolateral prefrontal cortex,WDR7,10.586694
13 pcw,striatum,WDR7,9.664538
13 pcw,orbital frontal cortex,WDR7,9.303758
13 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,9.68429
13 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,8.263739
13 pcw,"primary motor cortex (area M1, area 4)",WDR7,10.885075
16 pcw,ventrolateral prefrontal cortex,WDR7,5.918103
16 pcw,orbital frontal cortex,WDR7,5.876352
16 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,5.231838
16 pcw,dorsolateral prefrontal cortex,WDR7,4.200583
16 pcw,posteroventral (inferior) parietal cortex,WDR7,6.368622
16 pcw,primary auditory cortex (core),WDR7,6.746197
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,3.185959
16 pcw,striatum,WDR7,8.469636
16 pcw,mediodorsal nucleus of thalamus,WDR7,7.437662
16 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,5.137806
16 pcw,ventrolateral prefrontal cortex,WDR7,8.200218
16 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,6.626116
16 pcw,posteroventral (inferior) parietal cortex,WDR7,9.439836
16 pcw,primary auditory cortex (core),WDR7,9.183412
16 pcw,mediodorsal nucleus of thalamus,WDR7,11.043289
16 pcw,amygdaloid complex,WDR7,3.806293
16 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,6.888204
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,9.509418
16 pcw,cerebellar cortex,WDR7,5.723541
16 pcw,hippocampus (hippocampal formation),WDR7,9.937334
16 pcw,striatum,WDR7,10.079442
16 pcw,orbital frontal cortex,WDR7,9.023374
16 pcw,dorsolateral prefrontal cortex,WDR7,8.135953
16 pcw,"primary motor cortex (area M1, area 4)",WDR7,10.639885
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,7.219598
16 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,9.871103
16 pcw,hippocampus (hippocampal formation),WDR7,5.626546
16 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,10.909834
16 pcw,dorsolateral prefrontal cortex,WDR7,12.451551
16 pcw,posteroventral (inferior) parietal cortex,WDR7,9.100619
16 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,9.405592
16 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,11.469045
16 pcw,mediodorsal nucleus of thalamus,WDR7,14.59405
16 pcw,striatum,WDR7,12.339893
16 pcw,primary motor-sensory cortex (samples),WDR7,10.054345
16 pcw,primary auditory cortex (core),WDR7,11.235925
16 pcw,ventrolateral prefrontal cortex,WDR7,10.06752
16 pcw,amygdaloid complex,WDR7,9.779199
16 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,9.989232
17 pcw,striatum,WDR7,4.71102
17 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,4.147839
17 pcw,mediodorsal nucleus of thalamus,WDR7,6.088808
17 pcw,primary auditory cortex (core),WDR7,6.268954
17 pcw,hippocampus (hippocampal formation),WDR7,6.291353
17 pcw,dorsolateral prefrontal cortex,WDR7,6.154005
17 pcw,ventrolateral prefrontal cortex,WDR7,6.0407
17 pcw,posteroventral (inferior) parietal cortex,WDR7,8.295152
17 pcw,primary motor-sensory cortex (samples),WDR7,7.160077
17 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,5.882041
17 pcw,cerebellar cortex,WDR7,5.888325
17 pcw,orbital frontal cortex,WDR7,6.844464
17 pcw,amygdaloid complex,WDR7,4.354816
17 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,6.818857
19 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,3.373345
19 pcw,posteroventral (inferior) parietal cortex,WDR7,3.183403
19 pcw,primary motor-sensory cortex (samples),WDR7,3.441459
19 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,4.3501
19 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,2.81762
19 pcw,hippocampus (hippocampal formation),WDR7,3.843753
19 pcw,primary auditory cortex (core),WDR7,3.391616
19 pcw,mediodorsal nucleus of thalamus,WDR7,4.024314
19 pcw,ventrolateral prefrontal cortex,WDR7,5.607799
19 pcw,striatum,WDR7,3.724163
19 pcw,dorsolateral prefrontal cortex,WDR7,4.274435
21 pcw,cerebellar cortex,WDR7,6.529055
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,5.858877
21 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,9.854123
21 pcw,"primary motor cortex (area M1, area 4)",WDR7,7.694179
21 pcw,striatum,WDR7,8.979433
21 pcw,hippocampus (hippocampal formation),WDR7,11.708167
21 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,7.60568
21 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,10.131591
21 pcw,amygdaloid complex,WDR7,8.902839
21 pcw,ventrolateral prefrontal cortex,WDR7,9.019438
21 pcw,orbital frontal cortex,WDR7,7.829022
21 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,8.840031
21 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,10.005131
21 pcw,cerebellar cortex,WDR7,6.529468
21 pcw,posteroventral (inferior) parietal cortex,WDR7,9.563976
21 pcw,dorsolateral prefrontal cortex,WDR7,6.767798
24 pcw,hippocampus (hippocampal formation),WDR7,10.37457
24 pcw,amygdaloid complex,WDR7,6.106262
24 pcw,dorsolateral prefrontal cortex,WDR7,10.406935
24 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,10.132308
24 pcw,mediodorsal nucleus of thalamus,WDR7,10.236669
24 pcw,striatum,WDR7,9.585301
24 pcw,primary auditory cortex (core),WDR7,10.95526
24 pcw,posteroventral (inferior) parietal cortex,WDR7,11.12524
24 pcw,orbital frontal cortex,WDR7,8.040197
24 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,6.619577
24 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,10.489483
24 pcw,ventrolateral prefrontal cortex,WDR7,8.727829
24 pcw,"primary motor cortex (area M1, area 4)",WDR7,9.444337
24 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,9.258494
24 pcw,cerebellar cortex,WDR7,9.456095
24 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,8.384943
25 pcw,primary auditory cortex (core),WDR7,3.583169
26 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,7.859173
26 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,2.796051
26 pcw,dorsolateral prefrontal cortex,WDR7,3.716302
35 pcw,cerebellar cortex,WDR7,1.828188
35 pcw,ventrolateral prefrontal cortex,WDR7,3.701216
37 pcw,primary auditory cortex (core),WDR7,6.443257
37 pcw,orbital frontal cortex,WDR7,5.611855
37 pcw,amygdaloid complex,WDR7,3.006029
37 pcw,"primary visual cortex (striate cortex, area V1/17)",WDR7,4.785936
37 pcw,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,5.714966
37 pcw,mediodorsal nucleus of thalamus,WDR7,2.397777
37 pcw,cerebellar cortex,WDR7,3.600386
37 pcw,striatum,WDR7,3.355742
37 pcw,posteroventral (inferior) parietal cortex,WDR7,6.67423
37 pcw,"inferolateral temporal cortex (area TEv, area 20)",WDR7,6.099469
37 pcw,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,5.11095
37 pcw,dorsolateral prefrontal cortex,WDR7,5.573169
37 pcw,posterior (caudal) superior temporal cortex (area 22c),WDR7,5.610394
37 pcw,"primary motor cortex (area M1, area 4)",WDR7,4.760088
37 pcw,ventrolateral prefrontal cortex,WDR7,4.677401
37 pcw,hippocampus (hippocampal formation),WDR7,2.733194
4 mos,posterior (caudal) superior temporal cortex (area 22c),WDR7,11.303335
4 mos,striatum,WDR7,5.805504
4 mos,"primary visual cortex (striate cortex, area V1/17)",WDR7,12.040866
4 mos,cerebellar cortex,WDR7,7.291483
4 mos,hippocampus (hippocampal formation),WDR7,12.146956
4 mos,mediodorsal nucleus of thalamus,WDR7,14.399641
4 mos,"inferolateral temporal cortex (area TEv, area 20)",WDR7,10.231767
4 mos,amygdaloid complex,WDR7,8.452767
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,10.026782
4 mos,"primary motor cortex (area M1, area 4)",WDR7,4.772887
4 mos,dorsolateral prefrontal cortex,WDR7,5.09135
4 mos,orbital frontal cortex,WDR7,4.631595
4 mos,primary auditory cortex (core),WDR7,4.126291
4 mos,posterior (caudal) superior temporal cortex (area 22c),WDR7,5.236041
4 mos,ventrolateral prefrontal cortex,WDR7,5.343736
4 mos,"inferolateral temporal cortex (area TEv, area 20)",WDR7,6.213117
4 mos,amygdaloid complex,WDR7,4.047622
4 mos,"primary motor cortex (area M1, area 4)",WDR7,11.977428
4 mos,mediodorsal nucleus of thalamus,WDR7,19.438621
4 mos,orbital frontal cortex,WDR7,13.279303
4 mos,striatum,WDR7,9.404063
4 mos,posterior (caudal) superior temporal cortex (area 22c),WDR7,12.024434
4 mos,primary auditory cortex (core),WDR7,11.385501
4 mos,hippocampus (hippocampal formation),WDR7,7.873266
4 mos,amygdaloid complex,WDR7,11.68972
4 mos,anterior (rostral) cingulate (medial prefrontal) cortex,WDR7,14.069197
4 mos,"primary visual cortex (striate cortex, area V1/17)",WDR7,13.877968
4 mos,"inferolateral temporal cortex (area TEv, area 20)",WDR7,12.99825
4 mos,"primary somatosensory cortex (area S1, areas 3,1,2)",WDR7,12.68374
4 mos,posteroventral (inferior) parietal cortex,WDR7,14.843068
4 mos,cerebellar cortex,WDR7,9.785002
4 mos,dorsolateral prefrontal cortex,WDR7,12.702235
4 mos,ventrolateral prefrontal cortex,WDR7,14.115531
